clusterID	comparison	p-value
chr11:67620536-67626053:-	SRR12801023_SRR12801024	0.0009113591978779
chr11:67620536-67626053:-	SRR12801020_SRR12801024	1.0
chr11:67799475-67803001:-	SRR12801019_SRR12801023	1.0
chr11:67799475-67803001:-	SRR12801019_SRR12801020	0.8150389580990492
chr11:67799475-67803001:-	SRR12801019_SRR12801024	0.0484417736669086
chr11:67799475-67803001:-	SRR12801023_SRR12801020	1.0
chr11:67799475-67803001:-	SRR12801023_SRR12801024	1.0
chr11:67799475-67803001:-	SRR12801020_SRR12801024	1.0
chr11:68030733-68032922:+	SRR12801019_SRR12801023	1.0
chr11:68030733-68032922:+	SRR12801019_SRR12801020	1.0
chr11:68030733-68032922:+	SRR12801019_SRR12801024	1.0
chr11:68030733-68032922:+	SRR12801023_SRR12801020	0.0405594363940045
chr11:68030733-68032922:+	SRR12801023_SRR12801024	0.8031673222534981
chr11:68030733-68032922:+	SRR12801020_SRR12801024	1.0
chr11:68032209-68032285:+	SRR12801019_SRR12801023	1.0
chr11:68032209-68032285:+	SRR12801019_SRR12801020	1.0
chr11:68032209-68032285:+	SRR12801019_SRR12801024	1.0
chr11:68032209-68032285:+	SRR12801023_SRR12801020	0.0196087133861763
chr11:68032209-68032285:+	SRR12801023_SRR12801024	0.0489183348872916
chr11:68032209-68032285:+	SRR12801020_SRR12801024	1.0
chr11:68032336-68032922:+	SRR12801019_SRR12801023	1.0
chr11:68032336-68032922:+	SRR12801019_SRR12801020	1.0
chr11:68032336-68032922:+	SRR12801019_SRR12801024	0.3034504920435235
chr11:68032336-68032922:+	SRR12801023_SRR12801020	0.3390826139016454
chr11:68032336-68032922:+	SRR12801023_SRR12801024	0.0057428111879642
chr11:68032336-68032922:+	SRR12801020_SRR12801024	1.0
chr11:68032336-68032922:-	SRR12801019_SRR12801023	1.0
chr11:68032336-68032922:-	SRR12801019_SRR12801020	1.0
chr11:68032336-68032922:-	SRR12801019_SRR12801024	0.0244278308304061
chr11:68032336-68032922:-	SRR12801023_SRR12801020	1.0
chr11:68032336-68032922:-	SRR12801023_SRR12801024	0.1966207215391648
chr11:68032336-68032922:-	SRR12801020_SRR12801024	0.7651344681944067
chr11:68032523-68032922:-	SRR12801019_SRR12801023	1.0
chr11:68032523-68032922:-	SRR12801019_SRR12801020	1.0
chr11:68032523-68032922:-	SRR12801019_SRR12801024	0.0244278308304061
chr11:68032523-68032922:-	SRR12801023_SRR12801020	1.0
chr11:68032523-68032922:-	SRR12801023_SRR12801024	0.1966207215391648
chr11:68032523-68032922:-	SRR12801020_SRR12801024	0.7651344681944067
chr11:70348420-70349922:+	SRR12801019_SRR12801023	1.0
chr11:70348420-70349922:+	SRR12801019_SRR12801020	1.0
chr11:70348420-70349922:+	SRR12801019_SRR12801024	0.3402144367834107
chr11:70348420-70349922:+	SRR12801023_SRR12801020	1.0
chr11:70348420-70349922:+	SRR12801023_SRR12801024	0.0022291326807736
chr11:70348420-70349922:+	SRR12801020_SRR12801024	0.1674050835763108
chr11:70348420-70354300:+	SRR12801019_SRR12801023	0.8655993612686526
chr11:70348420-70354300:+	SRR12801019_SRR12801020	1.0
chr11:70348420-70354300:+	SRR12801019_SRR12801024	0.3436785987659131
chr11:70348420-70354300:+	SRR12801023_SRR12801020	0.0035093560727323
chr11:70348420-70354300:+	SRR12801023_SRR12801024	2.798726153102688e-06
chr11:70348420-70354300:+	SRR12801020_SRR12801024	1.0
chr11:70350039-70354300:+	SRR12801019_SRR12801023	1.0
chr11:70350039-70354300:+	SRR12801019_SRR12801020	1.0
chr11:70350039-70354300:+	SRR12801019_SRR12801024	1.0
chr11:70350039-70354300:+	SRR12801023_SRR12801020	0.0037925560257024
chr11:70350039-70354300:+	SRR12801023_SRR12801024	0.0648303813906673
chr11:70350039-70354300:+	SRR12801020_SRR12801024	1.0
chr11:70350039-70354300:-	SRR12801019_SRR12801023	1.0
chr11:70350039-70354300:-	SRR12801019_SRR12801020	1.0
chr11:70350039-70354300:-	SRR12801019_SRR12801024	1.0
chr11:70350039-70354300:-	SRR12801023_SRR12801020	0.0038050367307447
chr11:70350039-70354300:-	SRR12801023_SRR12801024	0.0493022201985223
chr11:70350039-70354300:-	SRR12801020_SRR12801024	1.0
chr11:72010854-72012894:-	SRR12801019_SRR12801023	0.5879010395149462
chr11:72010854-72012894:-	SRR12801019_SRR12801020	0.0439115845925206
chr11:72010854-72012894:-	SRR12801019_SRR12801024	0.8470499149797428
chr11:72010854-72012894:-	SRR12801023_SRR12801020	1.0
chr11:72010854-72012894:-	SRR12801023_SRR12801024	1.0
chr11:72010854-72012894:-	SRR12801020_SRR12801024	1.0
chr11:72228498-72228646:+	SRR12801019_SRR12801023	1.0
chr11:72228498-72228646:+	SRR12801019_SRR12801020	6.305607652179002e-05
chr11:72228498-72228646:+	SRR12801019_SRR12801024	0.0025970427289533
chr11:72228498-72228646:+	SRR12801023_SRR12801020	7.782255441468919e-06
chr11:72228498-72228646:+	SRR12801023_SRR12801024	0.0010217395043281
chr11:72228498-72228646:+	SRR12801020_SRR12801024	1.0
chr11:72228498-72228646:-	SRR12801019_SRR12801023	1.0
chr11:72228498-72228646:-	SRR12801019_SRR12801020	1.0
chr11:72228498-72228646:-	SRR12801019_SRR12801024	0.6551898497970944
chr11:72228498-72228646:-	SRR12801023_SRR12801020	0.0022214105102689
chr11:72228498-72228646:-	SRR12801023_SRR12801024	0.000912054979431
chr11:72228498-72228646:-	SRR12801020_SRR12801024	1.0
chr11:72228498-72228726:+	SRR12801019_SRR12801023	1.0
chr11:72228498-72228726:+	SRR12801019_SRR12801020	6.305607652179002e-05
chr11:72228498-72228726:+	SRR12801019_SRR12801024	0.0025970427289533
chr11:72228498-72228726:+	SRR12801023_SRR12801020	7.782255441468919e-06
chr11:72228498-72228726:+	SRR12801023_SRR12801024	0.0010217395043281
chr11:72228498-72228726:+	SRR12801020_SRR12801024	1.0
chr11:72228498-72228726:-	SRR12801019_SRR12801023	1.0
chr11:72228498-72228726:-	SRR12801019_SRR12801020	1.0
chr11:72228498-72228726:-	SRR12801019_SRR12801024	0.6551898497970944
chr11:72228498-72228726:-	SRR12801023_SRR12801020	0.0022214105102689
chr11:72228498-72228726:-	SRR12801023_SRR12801024	0.000912054979431
chr11:72228498-72228726:-	SRR12801020_SRR12801024	1.0
chr11:73873394-73876756:+	SRR12801019_SRR12801023	1.0
chr11:73873394-73876756:+	SRR12801019_SRR12801020	1.0
chr11:73873394-73876756:+	SRR12801019_SRR12801024	1.0
chr11:73873394-73876756:+	SRR12801023_SRR12801020	1.0
chr11:73873394-73876756:+	SRR12801023_SRR12801024	0.0301327429007224
chr11:73873394-73876756:+	SRR12801020_SRR12801024	0.7601494471641034
chr11:73873394-73876756:-	SRR12801019_SRR12801023	1.0
chr11:73873394-73876756:-	SRR12801019_SRR12801020	1.0
chr11:73873394-73876756:-	SRR12801019_SRR12801024	0.0210883142097453
chr11:73873394-73876756:-	SRR12801023_SRR12801020	1.0
chr11:73873394-73876756:-	SRR12801023_SRR12801024	0.0528374271167287
chr11:73873394-73876756:-	SRR12801020_SRR12801024	0.0242599440290081
chr11:73876575-73876756:-	SRR12801019_SRR12801023	1.0
chr11:73876575-73876756:-	SRR12801019_SRR12801020	1.0
chr11:73876575-73876756:-	SRR12801019_SRR12801024	0.1907875217976482
chr11:73876575-73876756:-	SRR12801023_SRR12801020	1.0
chr11:73876575-73876756:-	SRR12801023_SRR12801024	0.039302457865434
chr11:73876575-73876756:-	SRR12801020_SRR12801024	0.0017443501584078
chr11:74965117-74965762:+	SRR12801019_SRR12801023	1.0
chr11:74965117-74965762:+	SRR12801019_SRR12801020	0.6138634475707683
chr11:74965117-74965762:+	SRR12801019_SRR12801024	0.0023998595358916
chr11:74965117-74965762:+	SRR12801023_SRR12801020	1.0
chr11:74965117-74965762:+	SRR12801023_SRR12801024	0.5052985789601446
chr11:74965117-74965762:+	SRR12801020_SRR12801024	0.987907929206471
chr11:74965923-74969564:+	SRR12801019_SRR12801023	1.0
chr11:74965923-74969564:+	SRR12801019_SRR12801020	1.0
chr11:74965923-74969564:+	SRR12801019_SRR12801024	0.001975305678134
chr11:74965923-74969564:+	SRR12801023_SRR12801020	1.0
chr11:74965923-74969564:+	SRR12801023_SRR12801024	0.2208591829597906
chr11:74965923-74969564:+	SRR12801020_SRR12801024	0.3500907252005666
chr11:75399577-75401639:+	SRR12801019_SRR12801023	1.0
chr11:75399577-75401639:+	SRR12801019_SRR12801020	1.0
chr11:75399577-75401639:+	SRR12801019_SRR12801024	0.0289102448232049
chr11:75399577-75401639:+	SRR12801023_SRR12801020	0.6038443387833031
chr11:75399577-75401639:+	SRR12801023_SRR12801024	1.0
chr11:75399577-75401639:+	SRR12801020_SRR12801024	0.2296518974274238
chr11:75400777-75401639:-	SRR12801019_SRR12801023	1.0
chr11:75400777-75401639:-	SRR12801019_SRR12801020	0.904989170387564
chr11:75400777-75401639:-	SRR12801019_SRR12801024	1.0
chr11:75400777-75401639:-	SRR12801023_SRR12801020	0.036022831567106
chr11:75400777-75401639:-	SRR12801023_SRR12801024	1.0
chr11:75400777-75401639:-	SRR12801020_SRR12801024	0.0332266606807783
chr11:75400824-75401639:+	SRR12801019_SRR12801023	0.5642874589992382
chr11:75400824-75401639:+	SRR12801019_SRR12801020	1.0
chr11:75400824-75401639:+	SRR12801019_SRR12801024	0.035930255653171
chr11:75400824-75401639:+	SRR12801023_SRR12801020	0.0557150921550381
chr11:75400824-75401639:+	SRR12801023_SRR12801024	1.0
chr11:75400824-75401639:+	SRR12801020_SRR12801024	0.0699881239969409
chr11:75400824-75401639:-	SRR12801019_SRR12801023	1.0
chr11:75400824-75401639:-	SRR12801019_SRR12801020	0.5693288011755796
chr11:75400824-75401639:-	SRR12801019_SRR12801024	1.0
chr11:75400824-75401639:-	SRR12801023_SRR12801020	0.2268813856435676
chr11:75400824-75401639:-	SRR12801023_SRR12801024	1.0
chr11:75400824-75401639:-	SRR12801020_SRR12801024	0.0293594279859155
chr11:75401733-75402351:+	SRR12801019_SRR12801023	1.0
chr11:75401733-75402351:+	SRR12801019_SRR12801020	0.1602328132691445
chr11:75401733-75402351:+	SRR12801019_SRR12801024	0.0014946358478453
chr11:75401733-75402351:+	SRR12801023_SRR12801020	0.8861482092798454
chr11:75401733-75402351:+	SRR12801023_SRR12801024	0.0507287164740935
chr11:75401733-75402351:+	SRR12801020_SRR12801024	1.0
chr11:75401733-75402351:-	SRR12801019_SRR12801023	1.0
chr11:75401733-75402351:-	SRR12801019_SRR12801020	7.65146948707303e-05
chr11:75401733-75402351:-	SRR12801019_SRR12801024	5.273800604195626e-06
chr11:75401733-75402351:-	SRR12801023_SRR12801020	0.0018392989188249
chr11:75401733-75402351:-	SRR12801023_SRR12801024	0.0003611549236169
chr11:75401733-75402351:-	SRR12801020_SRR12801024	1.0
chr11:75401733-75404019:+	SRR12801019_SRR12801023	1.0
chr11:75401733-75404019:+	SRR12801019_SRR12801020	0.1323221927124362
chr11:75401733-75404019:+	SRR12801019_SRR12801024	0.0068473532554422
chr11:75401733-75404019:+	SRR12801023_SRR12801020	0.3898109911974624
chr11:75401733-75404019:+	SRR12801023_SRR12801024	0.0452039966642453
chr11:75401733-75404019:+	SRR12801020_SRR12801024	1.0
chr11:75401733-75404019:-	SRR12801019_SRR12801023	1.0
chr11:75401733-75404019:-	SRR12801019_SRR12801020	0.0002023330804816
chr11:75401733-75404019:-	SRR12801019_SRR12801024	1.0374455571775536e-05
chr11:75401733-75404019:-	SRR12801023_SRR12801020	3.408927821574786e-05
chr11:75401733-75404019:-	SRR12801023_SRR12801024	1.2539599192183689e-06
chr11:75401733-75404019:-	SRR12801020_SRR12801024	1.0
chr11:75402446-75404019:+	SRR12801019_SRR12801023	1.0
chr11:75402446-75404019:+	SRR12801019_SRR12801020	0.1831914015463349
chr11:75402446-75404019:+	SRR12801019_SRR12801024	0.0026167743412334
chr11:75402446-75404019:+	SRR12801023_SRR12801020	0.2886755057108905
chr11:75402446-75404019:+	SRR12801023_SRR12801024	0.0067662065429009
chr11:75402446-75404019:+	SRR12801020_SRR12801024	1.0
chr11:75402446-75404019:-	SRR12801019_SRR12801023	1.0
chr11:75402446-75404019:-	SRR12801019_SRR12801020	0.0002940425852092
chr11:75402446-75404019:-	SRR12801019_SRR12801024	2.7173111331096688e-05
chr11:75402446-75404019:-	SRR12801023_SRR12801020	4.152151172921587e-05
chr11:75402446-75404019:-	SRR12801023_SRR12801024	3.8274504120427535e-06
chr11:75402446-75404019:-	SRR12801020_SRR12801024	1.0
chr11:77907810-77910969:-	SRR12801019_SRR12801023	1.0
chr11:77907810-77910969:-	SRR12801019_SRR12801020	0.5907922592434613
chr11:77907810-77910969:-	SRR12801019_SRR12801024	0.0177515654731086
chr11:77907810-77910969:-	SRR12801023_SRR12801020	1.0
chr11:77907810-77910969:-	SRR12801023_SRR12801024	1.0
chr11:77907810-77910969:-	SRR12801020_SRR12801024	1.0
chr11:83274740-83278725:+	SRR12801019_SRR12801023	1.0
chr11:83274740-83278725:+	SRR12801019_SRR12801020	0.5907922592434613
chr11:83274740-83278725:+	SRR12801019_SRR12801024	0.0240925157172841
chr11:83274740-83278725:+	SRR12801023_SRR12801020	1.0
chr11:83274740-83278725:+	SRR12801023_SRR12801024	1.0
chr11:83274740-83278725:+	SRR12801020_SRR12801024	1.0
chr11:83280260-83285126:+	SRR12801019_SRR12801023	1.0
chr11:83280260-83285126:+	SRR12801019_SRR12801020	1.0
chr11:83280260-83285126:+	SRR12801019_SRR12801024	0.9685176900956294
chr11:83280260-83285126:+	SRR12801023_SRR12801020	1.0
chr11:83280260-83285126:+	SRR12801023_SRR12801024	0.0085942963812188
chr11:83280260-83285126:+	SRR12801020_SRR12801024	0.8726170847794267
chr11:83280260-83286099:-	SRR12801019_SRR12801023	1.0
chr11:83280260-83286099:-	SRR12801019_SRR12801020	0.2707366734035126
chr11:83280260-83286099:-	SRR12801019_SRR12801024	0.0078172220926641
chr11:83280260-83286099:-	SRR12801023_SRR12801020	0.999493433791517
chr11:83280260-83286099:-	SRR12801023_SRR12801024	0.1530838306704833
chr11:83280260-83286099:-	SRR12801020_SRR12801024	1.0
chr11:85628688-85629131:+	SRR12801019_SRR12801023	1.0
chr11:85628688-85629131:+	SRR12801019_SRR12801020	0.0032573197209859
chr11:85628688-85629131:+	SRR12801019_SRR12801024	0.0002204106181016
chr11:85628688-85629131:+	SRR12801023_SRR12801020	0.7323722189809367
chr11:85628688-85629131:+	SRR12801023_SRR12801024	0.3125436817058036
chr11:85628688-85629131:+	SRR12801020_SRR12801024	1.0
chr11:85628688-85631686:+	SRR12801019_SRR12801023	1.0
chr11:85628688-85631686:+	SRR12801019_SRR12801020	0.0031629828826853
chr11:85628688-85631686:+	SRR12801019_SRR12801024	0.0005093091507973
chr11:85628688-85631686:+	SRR12801023_SRR12801020	1.0
chr11:85628688-85631686:+	SRR12801023_SRR12801024	0.7281048653193746
chr11:85628688-85631686:+	SRR12801020_SRR12801024	1.0
chr11:85631316-85631686:+	SRR12801019_SRR12801023	1.0
chr11:85631316-85631686:+	SRR12801019_SRR12801020	0.0166692087098664
chr11:85631316-85631686:+	SRR12801019_SRR12801024	0.005754319253903
chr11:85631316-85631686:+	SRR12801023_SRR12801020	1.0
chr11:85631316-85631686:+	SRR12801023_SRR12801024	0.9580013160559574
chr11:85631316-85631686:+	SRR12801020_SRR12801024	1.0
chr11:85976682-85978069:-	SRR12801019_SRR12801023	1.0
chr11:85976682-85978069:-	SRR12801019_SRR12801020	1.0
chr11:85976682-85978069:-	SRR12801019_SRR12801024	0.0109013626903261
chr11:85976682-85978069:-	SRR12801023_SRR12801020	1.0
chr11:85976682-85978069:-	SRR12801023_SRR12801024	0.5512487541879592
chr11:85976682-85978069:-	SRR12801020_SRR12801024	0.8477188798528629
chr11:85976682-85981128:+	SRR12801019_SRR12801023	1.0
chr11:85976682-85981128:+	SRR12801019_SRR12801020	0.2190921913813605
chr11:85976682-85981128:+	SRR12801019_SRR12801024	0.0006660610711211
chr11:85976682-85981128:+	SRR12801023_SRR12801020	1.0
chr11:85976682-85981128:+	SRR12801023_SRR12801024	0.4325933221076954
chr11:85976682-85981128:+	SRR12801020_SRR12801024	1.0
chr11:85976682-85981128:-	SRR12801019_SRR12801023	1.0
chr11:85976682-85981128:-	SRR12801019_SRR12801020	1.0
chr11:85976682-85981128:-	SRR12801019_SRR12801024	0.0015435250147052
chr11:85976682-85981128:-	SRR12801023_SRR12801020	1.0
chr11:85976682-85981128:-	SRR12801023_SRR12801024	0.1164350877379866
chr11:85976682-85981128:-	SRR12801020_SRR12801024	0.1569462991045298
chr11:85978093-85981128:+	SRR12801019_SRR12801023	1.0
chr11:85978093-85981128:+	SRR12801019_SRR12801020	0.2335639199197969
chr11:85978093-85981128:+	SRR12801019_SRR12801024	0.0116176822145666
chr11:85978093-85981128:+	SRR12801023_SRR12801020	1.0
chr11:85978093-85981128:+	SRR12801023_SRR12801024	0.8418035095485555
chr11:85978093-85981128:+	SRR12801020_SRR12801024	1.0
chr11:85978093-85981128:-	SRR12801019_SRR12801023	1.0
chr11:85978093-85981128:-	SRR12801019_SRR12801020	1.0
chr11:85978093-85981128:-	SRR12801019_SRR12801024	0.0192358677685753
chr11:85978093-85981128:-	SRR12801023_SRR12801020	1.0
chr11:85978093-85981128:-	SRR12801023_SRR12801024	0.3005342956328317
chr11:85978093-85981128:-	SRR12801020_SRR12801024	0.7332337440372313
chr11:85983973-85990249:+	SRR12801019_SRR12801023	1.0
chr11:85983973-85990249:+	SRR12801019_SRR12801020	0.4892549322259393
chr11:85983973-85990249:+	SRR12801019_SRR12801024	0.0497812160461091
chr11:85983973-85990249:+	SRR12801023_SRR12801020	0.6785634253365802
chr11:85983973-85990249:+	SRR12801023_SRR12801024	0.0915067720274931
chr11:85983973-85990249:+	SRR12801020_SRR12801024	1.0
chr11:85983973-85996825:-	SRR12801019_SRR12801023	1.0
chr11:85983973-85996825:-	SRR12801019_SRR12801020	0.1092748095883643
chr11:85983973-85996825:-	SRR12801019_SRR12801024	0.0012363378267579
chr11:85983973-85996825:-	SRR12801023_SRR12801020	0.3948427079615104
chr11:85983973-85996825:-	SRR12801023_SRR12801024	0.0153476125894066
chr11:85983973-85996825:-	SRR12801020_SRR12801024	1.0
chr11:85990399-85996825:-	SRR12801019_SRR12801023	1.0
chr11:85990399-85996825:-	SRR12801019_SRR12801020	1.0
chr11:85990399-85996825:-	SRR12801019_SRR12801024	0.0011369852475
chr11:85990399-85996825:-	SRR12801023_SRR12801020	1.0
chr11:85990399-85996825:-	SRR12801023_SRR12801024	0.0027296206913358
chr11:85990399-85996825:-	SRR12801020_SRR12801024	0.4367436486655874
chr11:86344721-86345583:-	SRR12801019_SRR12801023	1.0
chr11:86344721-86345583:-	SRR12801019_SRR12801020	1.0
chr11:86344721-86345583:-	SRR12801019_SRR12801024	0.175045498995274
chr11:86344721-86345583:-	SRR12801023_SRR12801020	0.5265102424767298
chr11:86344721-86345583:-	SRR12801023_SRR12801024	0.0283388897443163
chr11:86344721-86345583:-	SRR12801020_SRR12801024	1.0
chr11:88312554-88334936:+	SRR12801019_SRR12801023	1.0
chr11:88312554-88334936:+	SRR12801019_SRR12801020	0.2066712515336486
chr11:88312554-88334936:+	SRR12801019_SRR12801024	0.0004149171940315
chr11:88312554-88334936:+	SRR12801023_SRR12801020	0.000293076989443
chr11:88312554-88334936:+	SRR12801023_SRR12801024	7.772188094754916e-09
chr11:88312554-88334936:+	SRR12801020_SRR12801024	1.0
chr11:88312554-88334936:-	SRR12801019_SRR12801023	1.0
chr11:88312554-88334936:-	SRR12801019_SRR12801020	0.1439491128259084
chr11:88312554-88334936:-	SRR12801019_SRR12801024	0.0074190456790397
chr11:88312554-88334936:-	SRR12801023_SRR12801020	0.0005869182835116
chr11:88312554-88334936:-	SRR12801023_SRR12801024	7.548993855283041e-06
chr11:88312554-88334936:-	SRR12801020_SRR12801024	1.0
chr11:88326443-88328111:+	SRR12801019_SRR12801023	1.0
chr11:88326443-88328111:+	SRR12801019_SRR12801020	1.0
chr11:88326443-88328111:+	SRR12801019_SRR12801024	0.000471283127636
chr11:88326443-88328111:+	SRR12801023_SRR12801020	0.1087864898660261
chr11:88326443-88328111:+	SRR12801023_SRR12801024	4.038384906535949e-07
chr11:88326443-88328111:+	SRR12801020_SRR12801024	0.1978944591532615
chr11:88326443-88328111:-	SRR12801019_SRR12801023	1.0
chr11:88326443-88328111:-	SRR12801019_SRR12801020	0.2763971578873165
chr11:88326443-88328111:-	SRR12801019_SRR12801024	0.0727132027697813
chr11:88326443-88328111:-	SRR12801023_SRR12801020	0.0004459675945645
chr11:88326443-88328111:-	SRR12801023_SRR12801024	2.8909024683687667e-05
chr11:88326443-88328111:-	SRR12801020_SRR12801024	1.0
chr11:88328196-88334936:+	SRR12801019_SRR12801023	1.0
chr11:88328196-88334936:+	SRR12801019_SRR12801020	0.986044880499236
chr11:88328196-88334936:+	SRR12801019_SRR12801024	0.2550009670418409
chr11:88328196-88334936:+	SRR12801023_SRR12801020	0.0189737058632387
chr11:88328196-88334936:+	SRR12801023_SRR12801024	0.0014453768737403
chr11:88328196-88334936:+	SRR12801020_SRR12801024	1.0
chr11:88328196-88334936:-	SRR12801019_SRR12801023	1.0
chr11:88328196-88334936:-	SRR12801019_SRR12801020	0.5520738499374248
chr11:88328196-88334936:-	SRR12801019_SRR12801024	0.0308646038877436
chr11:88328196-88334936:-	SRR12801023_SRR12801020	0.0036004675289838
chr11:88328196-88334936:-	SRR12801023_SRR12801024	7.450737196714628e-06
chr11:88328196-88334936:-	SRR12801020_SRR12801024	1.0
chr11:90206272-90206747:+	SRR12801019_SRR12801023	1.0
chr11:90206272-90206747:+	SRR12801019_SRR12801020	1.0
chr11:90206272-90206747:+	SRR12801019_SRR12801024	0.0349496869123553
chr11:90206272-90206747:+	SRR12801023_SRR12801020	1.0
chr11:90206272-90206747:+	SRR12801023_SRR12801024	0.1553648108068053
chr11:90206272-90206747:+	SRR12801020_SRR12801024	0.5235376758393531
chr11:90206272-90206747:-	SRR12801019_SRR12801023	1.0
chr11:90206272-90206747:-	SRR12801019_SRR12801020	1.0
chr11:90206272-90206747:-	SRR12801019_SRR12801024	0.0462596294341558
chr11:90206272-90206747:-	SRR12801023_SRR12801020	1.0
chr11:90206272-90206747:-	SRR12801023_SRR12801024	0.0991486143487581
chr11:90206272-90206747:-	SRR12801020_SRR12801024	0.2705270313688931
chr11:90206272-90210535:+	SRR12801019_SRR12801023	1.0
chr11:90206272-90210535:+	SRR12801019_SRR12801020	1.0
chr11:90206272-90210535:+	SRR12801019_SRR12801024	0.0435102736307378
chr11:90206272-90210535:+	SRR12801023_SRR12801020	1.0
chr11:90206272-90210535:+	SRR12801023_SRR12801024	0.2380947201287968
chr11:90206272-90210535:+	SRR12801020_SRR12801024	0.635364034563614
chr11:90206272-90210535:-	SRR12801019_SRR12801023	1.0
chr11:90206272-90210535:-	SRR12801019_SRR12801020	1.0
chr11:90206272-90210535:-	SRR12801019_SRR12801024	0.0003438202981082
chr11:90206272-90210535:-	SRR12801023_SRR12801020	1.0
chr11:90206272-90210535:-	SRR12801023_SRR12801024	0.0008471496687133
chr11:90206272-90210535:-	SRR12801020_SRR12801024	0.0039825891510239
chr11:90206810-90210535:-	SRR12801019_SRR12801023	1.0
chr11:90206810-90210535:-	SRR12801019_SRR12801020	1.0
chr11:90206810-90210535:-	SRR12801019_SRR12801024	0.0057049934230141
chr11:90206810-90210535:-	SRR12801023_SRR12801020	1.0
chr11:90206810-90210535:-	SRR12801023_SRR12801024	0.00506208122263
chr11:90206810-90210535:-	SRR12801020_SRR12801024	0.0184427234149223
chr11:93479269-93499275:-	SRR12801019_SRR12801023	1.0
chr11:93479269-93499275:-	SRR12801019_SRR12801020	0.4743688344491914
chr11:93479269-93499275:-	SRR12801019_SRR12801024	0.0138558085919375
chr11:93479269-93499275:-	SRR12801023_SRR12801020	1.0
chr11:93479269-93499275:-	SRR12801023_SRR12801024	0.2334712953425098
chr11:93479269-93499275:-	SRR12801020_SRR12801024	1.0
chr11:93479284-93499275:-	SRR12801019_SRR12801023	1.0
chr11:93479284-93499275:-	SRR12801019_SRR12801020	0.4743688344491914
chr11:93479284-93499275:-	SRR12801019_SRR12801024	0.0138558085919375
chr11:93479284-93499275:-	SRR12801023_SRR12801020	1.0
chr11:93479284-93499275:-	SRR12801023_SRR12801024	0.2334712953425098
chr11:93479284-93499275:-	SRR12801020_SRR12801024	1.0
chr11:93733397-93734624:-	SRR12801019_SRR12801023	1.0
chr11:93733397-93734624:-	SRR12801019_SRR12801020	0.0002214347622964
chr11:93733397-93734624:-	SRR12801019_SRR12801024	0.0108499514033736
chr11:93733397-93734624:-	SRR12801023_SRR12801020	1.1183852274365802e-08
chr11:93733397-93734624:-	SRR12801023_SRR12801024	4.528820051238903e-06
chr11:93733397-93734624:-	SRR12801020_SRR12801024	1.0
chr11:93733419-93734624:-	SRR12801019_SRR12801023	1.0
chr11:93733419-93734624:-	SRR12801019_SRR12801020	7.986780861700061e-07
chr11:93733419-93734624:-	SRR12801019_SRR12801024	0.0011687340777155
chr11:93733419-93734624:-	SRR12801023_SRR12801020	1.5256395193316294e-11
chr11:93733419-93734624:-	SRR12801023_SRR12801024	5.321173885012012e-07
chr11:93733419-93734624:-	SRR12801020_SRR12801024	1.0
chr11:93734660-93734962:+	SRR12801019_SRR12801023	1.0
chr11:93734660-93734962:+	SRR12801019_SRR12801020	1.0
chr11:93734660-93734962:+	SRR12801019_SRR12801024	1.0
chr11:93734660-93734962:+	SRR12801023_SRR12801020	0.0044834771088368
chr11:93734660-93734962:+	SRR12801023_SRR12801024	0.0120594909874871
chr11:93734660-93734962:+	SRR12801020_SRR12801024	1.0
chr11:93734660-93736140:+	SRR12801019_SRR12801023	1.0
chr11:93734660-93736140:+	SRR12801019_SRR12801020	0.7234570196035497
chr11:93734660-93736140:+	SRR12801019_SRR12801024	1.0
chr11:93734660-93736140:+	SRR12801023_SRR12801020	0.0005886443989312
chr11:93734660-93736140:+	SRR12801023_SRR12801024	0.050291046710682
chr11:93734660-93736140:+	SRR12801020_SRR12801024	1.0
chr11:95788563-95789391:+	SRR12801019_SRR12801023	1.0
chr11:95788563-95789391:+	SRR12801019_SRR12801020	1.0
chr11:95788563-95789391:+	SRR12801019_SRR12801024	0.9795356216910598
chr11:95788563-95789391:+	SRR12801023_SRR12801020	1.0
chr11:95788563-95789391:+	SRR12801023_SRR12801024	0.0444174235200246
chr11:95788563-95789391:+	SRR12801020_SRR12801024	1.0
chr11:95788563-95790155:+	SRR12801019_SRR12801023	1.0
chr11:95788563-95790155:+	SRR12801019_SRR12801020	1.0
chr11:95788563-95790155:+	SRR12801019_SRR12801024	0.9795356216910598
chr11:95788563-95790155:+	SRR12801023_SRR12801020	1.0
chr11:95788563-95790155:+	SRR12801023_SRR12801024	0.0444174235200246
chr11:95788563-95790155:+	SRR12801020_SRR12801024	1.0
chr11:107650403-107654171:+	SRR12801019_SRR12801023	1.0
chr11:107650403-107654171:+	SRR12801019_SRR12801020	1.0
chr11:107650403-107654171:+	SRR12801019_SRR12801024	0.4603571976311661
chr11:107650403-107654171:+	SRR12801023_SRR12801020	0.3876027456948289
chr11:107650403-107654171:+	SRR12801023_SRR12801024	0.0390998491790377
chr11:107650403-107654171:+	SRR12801020_SRR12801024	1.0
chr11:107650403-107654171:-	SRR12801019_SRR12801023	1.0
chr11:107650403-107654171:-	SRR12801019_SRR12801020	1.0
chr11:107650403-107654171:-	SRR12801019_SRR12801024	0.0093489784497015
chr11:107650403-107654171:-	SRR12801023_SRR12801020	1.0
